bic	namep	rgn	ind	tnp	nnp	adr	prntbic	datein	pttype	srvcs	xchtype	uid	participantstatus	regn	cntrcd	account	regulationaccounttype	ck	accountcbrbic	accountstatus	englname	swbic	defaultswbic
043601968	ФИЛИАЛ № 6318 БАНКА ВТБ (ПАО)	36	443013	г	Самара	Московское шоссе, д. 4, корпус 4	044525187	2017-09-27	30	3	1	3601968000	PSAC	1000/89	RU	30101810422023601968	CRSA	76	043601001	ACAC	VTB BANK (PUBLIC JOINT-STOCK COMPANY) BRANCH N 6318 IN SAMARA FILIAL № 6318 BANKA VTB PAO	VTBRRUM2SA3	1
044525517	КБ "Новый век" (ООО)	45	115093	г	Москва	вн. тер. г. муниципальный округ Замоскворечье, ул. Щипок, д. 4, стр. 1		2015-09-02	20	5	1	4525517000	PSAC	3417	RU	30101810845250000517	CRSA	87	044525000	ACAC			
049205774	АО Банк "Аверс"	92	420111	г	Казань	ул Мусы Джалиля, 3		1990-11-01	20	5	1	9205774000	PSAC	415	RU	30101810500000000774	CRSA	04	049205001	ACAC	AVERS BANK	BKAVRU2KXXX	1
049205703	АО "ТАТСОЦБАНК"	92	420111	г	Казань	ул Чернышевского, 18/23		1991-05-12	20	5	1	9205703000	PSAC	480	RU	30101810500000000703	CRSA	48	049205001	ACAC	JSC BANK OF SOCIAL DEVELOPMENT OF TATARSTAN TATSOTSBANK	TSDBRU22XXX	1
049205770	АКБ "Энергобанк" (АО)	92	420111	г	Казань	ул Пушкина, 13/52		1991-07-02	20	5	1	9205770000	PSAC	67	RU	30101810300000000770	CRSA	21	049205001	ACAC	ENERGOBANK	TRCBRU2KXXX	1
049205706	Татарстанский РФ АО "Россельхозбанк"	92	420097	г	Казань	ул Достоевского, 80	044525111	2006-04-04	30	3	1	9205706000	PSAC	3349/67	RU	30101810400000000706	CRSA	09	049205001	ACAC			
049205603	отделение "Банк Татарстан" №8610 ПАО Сбербанк	92	420012	г	Казань	ул Бутлерова, 44	044525225	1995-01-01	30	3	1	9205603000	PSAC	1481/1466	RU	30101810600000000603	CRSA	87	049205001	ACAC			
049205525	ООО "Камкомбанк"	92	423800	г	Набережные Челны	ул. Гидростроителей, д.21		2019-06-28	20	3	1	9205525000	PSAC	438	RU	30101810522029205525	CRSA	89	049205001	ACAC	KAMKOMBANK LLC	KACORU2NXXX	1
049205933	ПАО "АКИБАНК"	92	423827	г	Набережные Челны	проспект Мира, д. 88а		2019-07-29	20	5	1	9205933000	PSAC	2587	RU	30101810622029205933	CRSA	55	049205001	ACAC	PJSC AKIBANK	AKOARU22XXX	1
044525095	МОРСКОЙ БАНК (АО)	45	117105	г	Москва	Варшавское шоссе, дом 1А, помещение 1/5		2016-05-10	20	5	1	4525095000	PSAC	77	RU	30101810545250000095	CRSA	39	044525000	ACAC	MARITIME BANK	MJSBRUMMXXX	1
044030951	ПАО УКБ "Новобанк"	49	173003	г	Великий Новгород	набережная реки Гзень, д. 11		2025-06-29	20	5	1	4030951000	PSAC	1352	RU	30101810445374030951	CRSA	39	044030001	ACAC	PJSC UCB "Novobank"	NVOBRU21	1
044030911	Новгородский РФ АО "Россельхозбанк"	49	173000	г	Великий Новгород	ул. Большая Московская, д.9	044525111	2025-07-01	30	3	1	4030911000	PSAC	3349/8	RU	30101810045374030911	CRSA	86	044030001	ACAC			
044030948	АО НКБ "СЛАВЯНБАНК"	49	173004	г	Великий Новгород	ул. Черемнова-Конюхова, дом 12		2025-06-30	20	3	1	4030948000	PSAC	804	RU	30101810445374030948	CRSA	19	044030001	ACAC	SB CBN "SLAVYANBANK"	SLABRU2V	1
048702739	КОМИ РФ АО "РОССЕЛЬХОЗБАНК"	87	167000	г	Сыктывкар	ул. Первомайская, д. 112/1	044525111	2007-08-09	30	3	1	8702739000	PSAC	3349/74	RU	30101810900000000739	CRSA	95	048702001	ACAC			
048702640	КОМИ ОТДЕЛЕНИЕ N8617 ПАО СБЕРБАНК	87	167023	г	Сыктывкар	ул. Морозова, д. 89	044525225	1991-01-19	30	3	1	8702640000	PSAC	1481/596	RU	30101810400000000640	CRSA	13	048702001	ACAC			
041012765	"Азиатско-Тихоокеанский Банк" (АО)	10	675004	г	Благовещенск	ул Амурская, 225		1997-07-17	20	5	1	1012765000	PSAC	1810	RU	30101810300000000765	CRSA	63	041012001	ACAC	Joint stock company Asian - Pacific Bank	ASANRU8XXXX	1
043207707	КУЗБАССКИЙ ФИЛИАЛ АО "УГЛЕМЕТБАНК"	32	650991	г	Кемерово	ул Красноармейская, 136	047501787	2005-09-19	30	3	1	3207707000	PSAC	2997/6	RU	30101810500000000707	CRSA	68	043207001	ACAC			
046577422	ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ АО ИНГОССТРАХ БАНК	65	620075	г	Екатеринбург	ул Розы Люксембург, 37	044525148	2015-10-12	30	3	1	6577422000	PSAC	2307/9	RU	30101810765770000422	CRSA	93	046577001	ACAC			
046577952	ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. ЕКАТЕРИНБУРГЕ	65	620014	г	Екатеринбург	ул Маршала Жукова, 5	044525187	1999-02-12	30	3	1	6577952000	PSAC	1000/28	RU	30101810400000000952	CRSA	28	046577001	ACAC	VTB BANK (PJSC) (EKATERINBURG BRANCH)	VTBRRUM2EKA	1
044525981	АКБ "НООСФЕРА" (АО)	46	141109	г	Щёлково	г.о. Щёлково, ул. Талсинская, д. 59, стр. 3А		2025-02-14	20	3	1	4525981000	PSAC	2650	RU	30101810845374525981	CRSA	50	044525000	ACAC			
044959698	НОВГОРОДСКОЕ ОТДЕЛЕНИЕ N 8629 ПАО СБЕРБАНК	49	173025	г	Великий Новгород	пр-т Мира, 32-1	044525225	1995-06-01	30	3	1	4959698000	PSAC	1481/960	RU	30101810100000000698	CRSA	12	044959001	ACAC			
044525225	ПАО Сбербанк	45	117312	г	Москва	улица Вавилова, дом 19		1999-09-27	20	5	1	4525225000	PSAC	1481	RU	30101810400000000225	CRSA	78	044525000	ACAC	SBERBANK	SABRRUMM012	0
048860889	БАНК "ЙОШКАР-ОЛА" (ПАО)	88	424006	г	Йошкар-Ола	ул Панфилова, 39г		1998-01-06	20	3	1	8860889000	PSAC	2802	RU	30101810300000000889	CRSA	77	048860001	ACAC			
044525274	КУ БАНК ИТБ (АО) - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2016-06-07	90	1	0	4525274000	PSAC	3128	RU	30101810845250000274	CRSA	19	044525000	ACAC			
041203602	АСТРАХАНСКОЕ ОТДЕЛЕНИЕ N8625 ПАО СБЕРБАНК	12	414000	г	Астрахань	ул Кирова, 41	044525225	2001-04-04	30	3	1	1203602000	PSAC	1481/112	RU	30101810500000000602	CRSA	09	041203001	ACAC			
044525348	АКБ "Ланта-Банк" (АО)	45	115184	г	Москва	улица Новокузнецкая, дом 9, строение 2		1998-03-25	20	5	1	4525348000	PSAC	1920	RU	30101810400000000348	CRSA	25	044525000	ACAC	COMMERCIAL BANK 'LANTA-BANK'	COLKRUMMXXX	1
281000080	Избирательная комиссия Республики Бурятия	81	670001	г	Улан-Удэ	ул Ленина, 54		1993-12-30	99	3	1	8142001017	PSAC		RU	40301810000000000001	BANA	62	048142001	ACAC			
042202603	ВОЛГО-ВЯТСКИЙ БАНК ПАО СБЕРБАНК	22	603005	г	Нижний Новгород	ул. Октябрьская, д. 35	044525225	1994-01-19	30	3	1	2202603000	PSAC	1481/937	RU	30101810900000000603	CRSA	86	042202001	ACAC	SBERBANK (VOLGO-VYATSKY HEAD OFFICE)	SABRRUMMNA1	1
042202705	ПАО "НБД-Банк"	22	603950	г	Нижний Новгород	пл Горького, 6		1991-08-31	20	5	1	2202705000	PSAC	1966	RU	30101810400000000705	CRSA	83	042202001	ACAC	NBD-Bank	NBDBRU2NXXX	1
045004799	СИБИРСКИЙ ФИЛИАЛ АО "РАЙФФАЙЗЕНБАНК"	50	630099	г	Новосибирск	ул Урицкого, 20	044525700	2005-11-21	30	3	1	5004799000	PSAC	3292/4	RU	30101810300000000799	CRSA	49	045004001	ACAC	Sibirskiy filial AO Raiffeisenbank		
045004701	НОВОСИБИРСКИЙ ФИЛИАЛ АБ "РОССИЯ"	50	630099	г	Новосибирск	ул Семьи Шамшиных, 26, 26/1	044030861	2018-02-14	30	3	1	5004701000	PSAC	328/24	RU	30101810950040000701	CRSA	91	045004001	ACAC			
046577446	ФИЛИАЛ ПАО "БАНК УРАЛСИБ" В Г. ЕКАТЕРИНБУРГ	65	620075	г	Екатеринбург	ул Розы Люксембург, 15	044525787	2015-10-09	30	3	1	6577446000	PSAC	2275/20	RU	30101810165770000446	CRSA	93	046577001	ACAC			
041909786	АО "БАНК СГБ"	19	160001	г	Вологда	ул Благовещенская, 3		1993-11-19	20	5	1	1909786000	PSAC	2816	RU	30101810800000000786	CRSA	03	041909001	ACAC	"BANK SGB" JSC	SGAZRU22XXX	1
044525349	АО КБ "ИС Банк"	45	107031	г	Москва	Дмитровский переулок, дом 7		2016-05-16	20	5	1	4525349000	PSAC	3175	RU	30101810945250000349	CRSA	93	044525000	ACAC	INDUSTRIAL SAVINGS BANK	RISBRUMMXXX	1
043469743	ПАО "СОВКОМБАНК"	34	156000	г	Кострома	пр-т Текстильщиков, 46		2003-08-04	20	5	1	3469743000	PSAC	963	RU	30101810300000000743	CRSA	97	043469001	ACAC	PJSC SOVCOMBANK		
042908612	КАЛУЖСКОЕ ОТДЕЛЕНИЕ N8608 ПАО СБЕРБАНК	29	248001	г	Калуга	ул Кирова, 21 А	044525225	1991-12-02	30	3	1	2908612000	PSAC	1481/488	RU	30101810100000000612	CRSA	75	042908001	ACAC			
044525404	КУ ООО КБ "Конфидэнс Банк" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2025-07-01	90	1	0	4525404000	PSAC	970	RU	30101810445374525404	CRSA	09	044525000	ACAC			
044525885	КУ ПАО АКБ "Новация" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2025-07-01	90	1	0	4525885000	PSAC	840	RU	30101810145374525885	CRSA	64	044525000	ACAC			
044525903	КУ ООО КБ "Аксонбанк" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2025-07-01	90	1	0	4525903000	PSAC	680	RU	30101810645374525903	CRSA	91	044525000	ACAC			
044525969	КУ АО "Кранбанк" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2025-07-01	90	1	0	4525969000	PSAC	2271	RU	30101810045374525969	CRSA	80	044525000	ACAC			
044525970	КУ АКБ "Акция" ОАО - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2025-07-01	90	1	0	4525970000	PSAC	927	RU	30101810445374525970	CRSA	64	044525000	ACAC			
044525978	КУ АО КБ "ИВАНОВО" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2025-07-01	90	1	0	4525978000	PSAC	1763	RU	30101810845374525978	CRSA	30	044525000	ACAC			
044525968	КУ ОАО ККБ "КРЕДИТБАНК" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2025-07-01	90	1	0	4525968000	PSAC	1035	RU	30101810745374525968	CRSA	66	044525000	ACAC			
040507595	АО "Солид Банк"	05	690091	г	Владивосток	ул. Алеутская, д. 33		2017-06-29	20	5	1	0507595000	PSAC	1329	RU	30101810205070000595	CRSA	04	040507001	ACAC			
046577964	ФИЛИАЛ "ЕКАТЕРИНБУРГСКИЙ" АО "АЛЬФА-БАНК"	65	620000	г	Екатеринбург	ул Горького, 7-а	044525593	1999-06-11	30	3	1	6577964000	PSAC	1326/6	RU	30101810100000000964	CRSA	28	046577001	ACAC			
042202824	ФИЛИАЛ "НИЖЕГОРОДСКИЙ" АО "АЛЬФА-БАНК"	22	603000	г	Нижний Новгород	ул. Костина,9	044525593	1996-11-12	30	3	1	2202824000	PSAC	1326/1	RU	30101810200000000824	CRSA	47	042202001	ACAC			
042202803	Приволжский ф-л ПАО "Банк ПСБ"	22	603005	г	Нижний Новгород	ул. Нестерова, д. 31, П1	044525555	2012-04-17	30	3	1	2202803000	PSAC	3251/3	RU	30101810700000000803	CRSA	08	042202001	ACAC	PROMSVYAZBANK PJSC (PRIVOLZHSKIY BRANCH)	PRMSRUMMNNV	1
044525710	АО КБ "АГРОПРОМКРЕДИТ"	45	119121	г	Москва	улица Бурденко, дом 22		2015-09-09	20	5	1	4525710000	PSAC	2880	RU	30101810545250000710	CRSA	65	044525000	ACAC	Joint-Stock Commercial bank "Agropromcredit" (JSCB "Agropromcredit")	AGCORUMMXXX	1
044525754	Ф-л Азиатско-Тихоокеанский Банк АО в г.Москва	45	125009	г	Москва	пер. Вознесенский, д. 11, стр. 1	041012765	2015-09-16	30	3	1	4525754000	PSAC	1810/19	RU	30101810145250000754	CRSA	90	044525000	ACAC			
044525709	БАНК "АГОРА" ООО	45	129090	г	Москва	переулок 2-й Троицкий, дом 3		2015-09-24	20	3	1	4525709000	PSAC	3231	RU	30101810145250000709	CRSA	81	044525000	ACAC	Commercial Bank "AGORA" LLC (BANK "AGORA" LLC)	RUECRUMMXXX	1
044525326	АКБ "Трансстройбанк" (АО)	45	115093	г	Москва	ул. Дубининская, д.94		2015-09-16	20	5	1	4525326000	PSAC	2807	RU	30101810845250000326	CRSA	10	044525000	ACAC	Joint Stock Commercial Bank "Transstroibank" (Joint Stock Company) ("Transstroibank")	TRSNRUMMXXX	1
044525795	Московский филиал АО "Солид Банк"	45	125284	г	Москва	Хорошевское шоссе, дом 32А	040507595	2015-09-18	30	3	1	4525795000	PSAC	1329/4	RU	30101810845250000795	CRSA	65	044525000	ACAC		SLDBRUMMXXX	1
044525466	АО КБ "РУСНАРБАНК"	45	115184	г	Москва	Озерковский переулок, дом 3		2015-08-25	20	5	1	4525466000	PSAC	3403	RU	30101810145250000466	CRSA	13	044525000	ACAC	Joint stock company Commercial bank "RUSNARBANK" (JSC "RUSNARBANK")	RUNBRUMMXXX	1
044525059	ЦМРБанк (ООО)	45	127055	г	Москва	ул. Палиха, д. 10, стр. 7		2016-06-07	20	5	1	4525059000	PSAC	3531	RU	30101810345250000059	CRSA	69	044525000	ACAC			
046015052	ООО КБ "РОСТФИНАНС"	60	344019	г	Ростов-на-Дону	ул.1-я Майская, зд.13а/11а		2017-09-20	20	5	1	6015052000	PSAC	481	RU	30101810760150000052	CRSA	34	046015001	ACAC	Limited Liability Company of Commercial Bank "RostFinance"	ROSFRU2AXXX	1
046577975	УРАЛЬСКИЙ Ф-Л ПАО "БАНК ПСБ"	65	620027	г	Екатеринбург	ул Н. Никонова, 4	044525555	2012-02-02	30	3	1	6577975000	PSAC	3251/40	RU	30101810500000000975	CRSA	14	046577001	ACAC			
044525176	ПАО АКБ "Металлинвестбанк"	45	119180	г	Москва	ул. Большая Полянка, д. 47, строение 2		2007-07-11	20	5	1	4525176000	PSAC	2440	RU	30101810300000000176	CRSA	48	044525000	ACAC	PUBLIC JOINT STOCK COMPANY STOCK COMMERCIAL BANK "METALLURGICAL INVESTMENT BANK" (PJSC SCB "Metallinvestbank")	SCBMRUMMXXX	1
046126708	ПРИО-ВНЕШТОРГБАНК (ПАО)	61	390023	г	Рязань	ул Есенина, 82/26		1997-06-10	20	5	1	6126708000	PSAC	212	RU	30101810500000000708	CRSA	79	046126001	ACAC	Prio-Vneshtorgbank (public joint stock company)	PRIORU2JXXX	1
044525311	АО "ОТП Банк"	45	125171	г	Москва	Ленинградское шоссе, д.16А, стр. 2		1998-03-25	20	5	1	4525311000	PSAC	2766	RU	30101810000000000311	CRSA	92	044525000	ACAC	JOINT STOCK COMPANY 'OTP BANK'	OTPVRUMMXXX	1
044525341	АКБ "ФОРА-БАНК" (АО)	45	119021	г	Москва	Зубовский бульвар, дом 25		2007-05-11	20	5	1	4525341000	PSAC	1885	RU	30101810300000000341	CRSA	81	044525000	ACAC	FORA-BANK AO	FOJSRUMMXXX	1
044525416	Ликвидатор КИВИ Банк (АО) - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2015-09-15	90	1	0	4525416000	PSAC	2241	RU	30101810645250000416	CRSA	07	044525000	ACAC			
046311772	АО "БАНК "АГРОРОС"	63	410017	г	Саратов	ул Чернышевского, 90		2001-04-06	20	5	1	6311772000	PSAC	2860	RU	30101810600000000772	CRSA	43	046311001	ACAC			
040407923	КРАСНОЯРСКИЙ РФ АО "РОССЕЛЬХОЗБАНК"	04	660049	г	Красноярск	ул. Перенсона, д. 33	044525111	2011-04-14	30	3	1	0407923000	PSAC	3349/49	RU	30101810300000000923	CRSA	67	040407001	ACAC			
044525272	ПАО Банк ЗЕНИТ	45	117638	г	Москва	Одесская ул., д.2		2000-06-27	20	5	1	4525272000	PSAC	3255	RU	30101810000000000272	CRSA	26	044525000	ACAC	PJSC BANK ZENIT	ZENIRUMMXXX	1
041117601	АРХАНГЕЛЬСКОЕ ОТДЕЛЕНИЕ N 8637 ПАО СБЕРБАНК	11	163000	г	Архангельск	наб. Северной Двины, д. 55	044525225	2001-01-03	30	3	1	1117601000	PSAC	1481/88	RU	30101810100000000601	CRSA	77	041117001	ACAC			
047003764	ТУЛЬСКИЙ ФИЛИАЛ АБ "РОССИЯ"	70	300012	г	Тула	проспект Ленина, д.85	044030861	2010-08-24	30	3	1	7003764000	PSAC	328/11	RU	30101810600000000764	CRSA	57	047003001	ACAC			
047003608	ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК	70	300000	г	Тула	Крестовоздвиженская пл, 1	044525225	1991-10-29	30	3	1	7003608000	PSAC	1481/1558	RU	30101810300000000608	CRSA	04	047003001	ACAC			
042007681	ЦЕНТРАЛЬНО-ЧЕРНОЗЕМНЫЙ БАНК ПАО СБЕРБАНК	20	394018	г	Воронеж	ул 9 Января, 28	044525225	1991-02-19	30	3	1	2007681000	PSAC	1481/314	RU	30101810600000000681	CRSA	98	042007001	ACAC	Sberbank (Tsentralno - Chernozemny Head Office)	SABRRUMMVH1	1
042007677	ВОРОНЕЖСКИЙ ФИЛИАЛ АБ "РОССИЯ"	20	394006	г	Воронеж	Красноармейский пер, 12 А	044030861	2010-08-18	30	3	1	2007677000	PSAC	328/5	RU	30101810300000000677	CRSA	56	042007001	ACAC			
042007835	ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. ВОРОНЕЖЕ	20	394018	г	Воронеж	пр-т Революции, 58	044525187	1998-12-25	30	3	1	2007835000	PSAC	1000/25	RU	30101810100000000835	CRSA	86	042007001	ACAC	VTB Bank (PJSC), Voronezh Branch	VTBRRUM2VRN	1
046577795	ПАО КБ "УБРИР"	65	620063	г	Екатеринбург	ул 8 Марта, 51, этаж 11		1990-10-10	20	5	1	6577795000	PSAC	429	RU	30101810900000000795	CRSA	20	046577001	ACAC	Joint Stock Company "The Ural Bank for Reconstruction and Development" (UBRD, PJSC)	UBRDRU4EXXX	1
