bic	namep	rgn	ind	tnp	nnp	adr	prntbic	datein	pttype	srvcs	xchtype	uid	participantstatus	regn	cntrcd	account	regulationaccounttype	ck	accountcbrbic	accountstatus	englname	swbic	defaultswbic
049304001	ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА ТЫВА БАНКА РОССИИ	93	667000	г	Кызыл	ул Ленина, 23	045004001	1994-01-20	12	3	1	9304001000	PSAC										
049514001	ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА ХАКАСИЯ БАНКА РОССИИ	95	655017	г	Абакан	ул. Советская, 26, стр. 1	045004001	1994-01-20	12	3	1	9514001000	PSAC										
049401001	ОТДЕЛЕНИЕ-НБ УДМУРТСКАЯ РЕСПУБЛИКА БАНКА РОССИИ	94	426008	г	Ижевск	ул Красноармейская, 159	042202001	1994-01-20	12	3	1	9401001000	PSAC										
049690001	ОТДЕЛЕНИЕ-НБ ЧЕЧЕНСКАЯ РЕСПУБЛИКА БАНКА РОССИИ	96	364020	г	Грозный	Старопромысловское ш, 5	040349001	2011-07-01	12	3	1	9690001000	PSAC										
049706001	ОТДЕЛЕНИЕ-НБ ЧУВАШСКАЯ РЕСПУБЛИКА БАНКА РОССИИ	97	428032	г	Чебоксары	ул Карла Маркса, 25	042202001	1994-01-20	12	3	1	9706001000	PSAC										
044525318	АКБ "СЛАВИЯ" (АО)	45	117292	г	Москва	ул. Кедрова, д. 5А		2015-08-24	20	5	1	4525318000	PSAC	2664	RU	30101810345250000318	CRSA	82	044525000	ACAC	Joint Stock Commercial Bank "SLAVIA" (JSCB "SLAVIA")	SJSMRUMMXXX	1
049706723	КУ ООО КБ "МЕГАПОЛИС" - ГК "АСВ"	45	109240	г	Москва	Высоцкого, 4		1995-11-16	90	1	0	9706723000	PSAC	3265	RU	30101810600000000723	CRSA	72	049706001	ACAC			
044525293	КУ ПАО "ОФК БАНК" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2015-09-08	90	1	0	4525293000	PSAC	2270	RU	30101810745250000293	CRSA	22	044525000	ACAC			
045209703	КУ АО "Мираф-Банк" - ГК "АСВ"	52	644043	г	Омск	ул. Фрунзе, д.54		2018-10-16	90	1	0	5209703000	PSAC	2244	RU	30101810050045209703	CRSA	94	045209001	ACAC			
046577774	ЛИКВИДАТОР БАНК "НЕЙВА" ООО - ГК "АСВ"	65	620063	г	Екатеринбург	ул Чапаева, 3 А		2011-08-12	90	1	0	6577774000	PSAC	1293	RU	30101810400000000774	CRSA	70	046577001	ACAC			
044525237	КУ ПАО "МЕЖТОПЭНЕРГОБАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-17	90	1	0	4525237000	PSAC	2956	RU	30101810345250000237	CRSA	27	044525000	ACAC			
046614754	КУ ОАО "СМОЛ БАНК"-ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		1993-12-01	90	1	0	6614754000	PSAC	2029	RU	30101810700000000754	CRSA	74	046614001	ACAC			
049706725	КУ АКБ "ЧУВАШКРЕДИТПРОМБАНК" ПАО - ГК "АСВ"	45	109240	г	Москва	Высоцкого, 4		1991-07-15	90	1	0	9706725000	PSAC	1280	RU	30101810200000000725	CRSA	11	049706001	ACAC			
044525814	КУ ООО "Промрегионбанк" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2019-11-14	90	1	0	4525814000	PSAC	2123	RU	30101810645250000814	CRSA	09	044525000	ACAC			
044525755	КУ АО "ТУСАРБАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-06-07	90	1	0	4525755000	PSAC	2712	RU	30101810445250000755	CRSA	15	044525000	ACAC			
044525746	КУ АО "СМАРТБАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-06-27	90	1	0	4525746000	PSAC	3408	RU	30101810645250000746	CRSA	73	044525000	ACAC			
044525957	КУ КБ "ИНТЕРКРЕДИТ" (АО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-06-10	90	1	0	4525957000	PSAC	3047	RU	30101810845250000957	CRSA	78	044525000	ACAC			
044525128	КУ "ФИНАРС Банк" (АО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-03	90	1	0	4525128000	PSAC	2938	RU	30101810645250000128	CRSA	27	044525000	ACAC			
044030772	Конкурсный управляющий АО Банк "Советский" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, 4		2002-01-25	90	1	0	4030772000	PSAC	558	RU	30101810300000000772	CRSA	97	044030001	ACAC			
041708708	КУ ООО "ВЛАДПРОМБАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		1992-03-13	90	1	0	1708708000	PSAC	870	RU	30101810700000000708	CRSA	17	041708001	ACAC			
044525921	КУ СБ БАНК (ООО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-08	90	1	0	4525921000	PSAC	2999	RU	30101810745250000921	CRSA	70	044525000	ACAC			
044525703	КУ АКБ "ЕИБ" ЗАО-ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-05-12	90	1	0	4525703000	PSAC	2503	RU	30101810345250000703	CRSA	62	044525000	ACAC			
044525652	КУ КБ "ПРИСКО КАПИТАЛ БАНК", АО - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-11	90	1	0	4525652000	PSAC	2537	RU	30101810645250000652	CRSA	93	044525000	ACAC			
044525208	КУ АО БАНК "ТГБ" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-11-11	90	1	0	4525208000	PSAC	3180	RU	30101810345250000208	CRSA	60	044525000	ACAC			
044525424	КУ КБ "АЛЬТА-БАНК" (ЗАО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		1998-03-25	90	1	0	4525424000	PSAC	2269	RU	30101810900000000424	CRSA	83	044525000	ACAC			
044525445	КУ КБ "ИНВЕСТИЦИОННЫЙ СОЮЗ" (ООО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-10-02	90	1	0	4525445000	PSAC	637	RU	30101810645250000445	CRSA	71	044525000	ACAC			
047583002	ПУ БАНКА РОССИИ ПРЕОБРАЖЕНСКОЕ	75	456081	г	Трехгорный		046577001	1996-12-17	40	3	1	7583002000	PSAC										
200000539	Территориальная избирательная комиссия Прионежского района	86	185005	г	Петрозаводск	ул. Правды, д. 14		2024-06-28	99	1	0	8602001118	PSAC		RU	40206810445378602002	BANA	25	048602001	ACAC			
040349718	АО "КУБАНЬТОРГБАНК"	03	350075	г	Краснодар	ул. им. Стасова, дом 176		1991-04-29	20	5	1	0349718000	PSAC	478	RU	30101810900000000718	CRSA	97	040349001	ACAC			
042908748	ООО КБ "КАЛУГА"	29	248030	г	Калуга	ул. Рылеева, 4		1992-07-22	20	3	1	2908748000	PSAC	1151	RU	30101810100000000748	CRSA	44	042908001	ACAC			
044525563	КУ АКБ "СТРАТЕГИЯ" (ПАО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-02	90	1	0	4525563000	PSAC	2801	RU	30101810145250000563	CRSA	13	044525000	ACAC			
044525423	КУ КБ "УНИФИН" АО - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-15	90	1	0	4525423000	PSAC	2654	RU	30101810845250000423	CRSA	10	044525000	ACAC			
048327749	КУ "БУМ-БАНК",ООО - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, 4		1998-01-01	90	1	0	8327749000	PSAC	1137	RU	30101810100000000749	CRSA	48	048327001	ACAC			
042202733	ГК "АСВ" - КУ БАНК "БОГОРОДСКИЙ" (ООО)	45	109240	г	Москва	ул Высоцкого, 4		2016-09-01	90	1	0	2202733000	PSAC	1277	RU	30101810122020000733	CRSA	75	042202001	ACAC			
044525244	КУ ПАО "БАНК ЕКАТЕРИНИНСКИЙ" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-08-25	90	1	0	4525244000	PSAC	2167	RU	30101810545250000244	CRSA	30	044525000	ACAC			
049706717	ГК "АСВ"-КУ КБ "БДБ" (ООО)	45	109240	г	Москва	Высоцкого, 4		2004-06-02	90	1	0	9706717000	PSAC	1060	RU	30101810700000000717	CRSA	91	049706001	ACAC			
041203711	Ликвидатор АО Банк "ККБ" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		1999-02-11	90	1	0	1203711000	PSAC	1087	RU	30101810200000000711	CRSA	09	041203001	ACAC			
043207720	КУ АО "Кемсоцинбанк" - ГК "АСВ"	45	109240	г	Москва	улица Высоцкого, дом 4		1990-10-02	90	1	0	3207720000	PSAC	96	RU	30101810600000000720	CRSA	52	043207001	ACAC			
043601863	ГК "АСВ" - КУ АО АКБ "ГАЗБАНК"	45	127994	г	Москва	ГСП-4		1993-01-27	90	1	0	3601863000	PSAC	2316	RU	30101810400000000863	CRSA	28	043601001	ACAC	Joint-stock Company Commercial bank "GAZBANK"		
044525899	КУ ПАО "БАНК ПРЕМЬЕР КРЕДИТ" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-17	90	1	0	4525899000	PSAC	1663	RU	30101810945250000899	CRSA	09	044525000	ACAC			
044525779	КУ ПАО М2М ПРАЙВЕТ БАНК - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-01	90	1	0	4525779000	PSAC	1414	RU	30101810845250000779	CRSA	23	044525000	ACAC			
044525166	КУ АО "ТЭМБР-БАНК" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2015-09-08	90	1	0	4525166000	PSAC	2764	RU	30101810445250000166	CRSA	33	044525000	ACAC	Commercial Fuel & Energy Interregional Bank for Reconstruction and Development (joint-stock company) (TEMBR-BANK (JSC))	TEMBRUMMXXX	1
044525126	КУ АО КБ "ИНТЕРПРОМБАНК" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2000-06-27	90	1	0	4525126000	PSAC	3266	RU	30101810800000000126	CRSA	42	044525000	ACAC			
044030845	Конкурсный управляющий Банк "Прайм Финанс" (АО) - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		1997-12-31	90	1	0	4030845000	PSAC	2758	RU	30101810800000000845	CRSA	38	044030001	ACAC			
044525169	КУ АО КБ "МБР-БАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-01	90	1	0	4525169000	PSAC	2620	RU	30101810345250000169	CRSA	91	044525000	ACAC			
044525179	КУ ООО КБ "НКБ" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-11-09	90	1	0	4525179000	PSAC	2942	RU	30101810445250000179	CRSA	55	044525000	ACAC			
044525180	КУ ООО КБ "ПУЛЬС СТОЛИЦЫ" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-06-07	90	1	0	4525180000	PSAC	3002	RU	30101810845250000180	CRSA	39	044525000	ACAC			
044525664	КУ БАНК "СОЛИДАРНОСТЬ" АО - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-06-01	90	1	0	4525664000	PSAC	1555	RU	30101810345250000664	CRSA	93	044525000	ACAC			
044525093	ЛИКВИДАТОР "БАНК24.РУ" (ОАО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-06-03	90	1	0	4525093000	PSAC	2227	RU	30101810945250000093	CRSA	03	044525000	ACAC			
044525603	КУ ЗАО "ИПОТЕК БАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-06-02	90	1	0	4525603000	PSAC	2794	RU	30101810445250000603	CRSA	04	044525000	ACAC			
044525381	КУ ООО КБ "ЛАЙТБАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-06-07	90	1	0	4525381000	PSAC	3177	RU	30101810945250000381	CRSA	80	044525000	ACAC			
044525653	КУ "НАЦКОРПБАНК" (АО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-06-22	90	1	0	4525653000	PSAC	3422	RU	30101810945250000653	CRSA	18	044525000	ACAC			
044525304	КУ ООО КБ "МИЛБАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-08-27	90	1	0	4525304000	PSAC	3256	RU	30101810045250000304	CRSA	38	044525000	ACAC			
047102861	КУ ОАО "СИБНЕФТЕБАНК" - ГК "АСВ"	71	625000	г	Тюмень	ул. Некрасова, д. 11		1996-03-01	90	1	0	7102861000	PSAC	385	RU	30101810700000000861	CRSA	02	047102001	ACAC			
047102885	КУ ЗАО "ТЮМЕНЬАГРОПРОМБАНК"-ГК "АСВ"	71	625000	г	Тюмень	ул. Некрасова, д. 11		1997-09-05	90	1	0	7102885000	PSAC	917	RU	30101810100000000885	CRSA	02	047102001	ACAC			
044525789	КУ КБ "МРБ" (ООО)" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-08-28	90	1	0	4525789000	PSAC	1059	RU	30101810945250000789	CRSA	84	044525000	ACAC			
044525857	КУ ООО КБ "РОСАВТОБАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-10	90	1	0	4525857000	PSAC	2767	RU	30101810945250000857	CRSA	20	044525000	ACAC			
044525387	КУ КБ "МФБАНК" ООО - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-08-27	90	1	0	4525387000	PSAC	3163	RU	30101810745250000387	CRSA	02	044525000	ACAC			
046311751	КУ АО "НВКбанк" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, 4		1998-01-01	90	1	0	6311751000	PSAC	931	RU	30101810100000000751	CRSA	93	046311001	ACAC			
044525429	КУ КБ "ГАГАРИНСКИЙ" (АО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		1998-03-25	90	1	0	4525429000	PSAC	606	RU	30101810400000000429	CRSA	80	044525000	ACAC			
044525398	КУ ООО "ВИТАС БАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-15	90	1	0	4525398000	PSAC	1955	RU	30101810145250000398	CRSA	77	044525000	ACAC			
044525366	КУ ЗАО "ПРОМСБЕРБАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2016-05-13	90	1	0	4525366000	PSAC	1043	RU	30101810245250000366	CRSA	52	044525000	ACAC			
044525690	КУ ООО КБ "ИНСТРОЙБАНК" ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-22	90	1	0	4525690000	PSAC	2743	RU	30101810445250000690	CRSA	02	044525000	ACAC			
044525536	КУ ОАО БАНК "МБФИ" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-24	90	1	0	4525536000	PSAC	2073	RU	30101810745250000536	CRSA	90	044525000	ACAC			
041909772	КУ АО "ПРОМЭНЕРГОБАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		1993-12-17	90	1	0	1909772000	PSAC	2728	RU	30101810500000000772	CRSA	56	041909001	ACAC			
044525246	КУ АКБ "КРОССИНВЕСТБАНК" (ОАО) - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		2015-09-01	90	1	0	4525246000	PSAC	2849	RU	30101810145250000246	CRSA	66	044525000	ACAC			
044030748	КУ АО Комсоцбанк "Бумеранг" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2024-09-27	90	1	0	4030748000	PSAC	1002	RU	30101810645374030748	CRSA	97	044030001	ACAC			
044525178	Банк "СЕРВИС РЕЗЕРВ" (АО)	45	101000	г	Москва	улица Садовая-Черногрязская, дом 22, строение 3		2016-06-21	20	3	1	4525178000	PSAC	2034	RU	30101810145250000178	CRSA	33	044525000	ACAC	BANK 'SERVICE RESERVE'	SEZARUM2XXX	1
040349542	КРАСНОДАРСКИЙ ФИЛИАЛ АО ИНГОССТРАХ БАНК	03	350000	г	Краснодар	Западный округ, ул. Рашпилевская, д.89	044525148	2004-09-27	30	3	1	0349542000	PSAC	2307/6	RU	30101810600000000542	CRSA	40	040349001	ACAC			
040349548	КРАСНОДАРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА	03	350033	г	Краснодар	ул. Ставропольская, д. 41	044525545	2005-11-29	30	3	1	0349548000	PSAC	1/5	RU	30101810400000000548	CRSA	59	040349001	ACAC			
040885002	ПУ БАНКА РОССИИ ТАЕЖНОЕ	08	681031		Комсомольск 31	Хабаровский край, м.р-н Комсомольский, с.п. Селихинское, тер. Комсомольск 31, ул. Прудная, д. 1	040507001	1994-01-20	40	3	1	0885002000	PSAC										
046711106	КУ ПАО БАНК "ВВБ" - ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		2015-11-18	90	1	0	6711106000	PSAC	1093	RU	30101810467110000106	CRSA	60	046711001	ACAC			
044501002	ОПЕРАЦИОННЫЙ ДЕПАРТАМЕНТ БАНКА РОССИИ	45	107016	г	Москва 701	вн.тер.г. муниципальный округ Мещанский, ул Неглинная, д.12, к. В	044537002	1996-11-28	15	3	1	4501002000	PSAC										
044030309	НКО ЛЦК (АО)	40	199178	г	Санкт-Петербург	линия 3-я В.О., д. 62, литера А, помещ. 39-Н		2024-10-09	20	3	1	4030309000	PSAC	3550-ЦК	RU	30103810545374030309	CRSA	81	044030001	ACAC	Central counterparty "LCC" (joint-stock company)		
040349815	КРАСНОДАРСКИЙ ФИЛИАЛ ПАО "РОСДОРБАНК"	03	350000	г	Краснодар	ул. Орджоникидзе, д. 41	044525666	2007-11-20	30	3	1	0349815000	PSAC	1573/8	RU	30101810900000000815	CRSA	97	040349001	ACAC			
019133001	УФК по Карачаево-Черкесской Республике	91	369000	г	Черкесск	ул. Красноармейская, 70-а		2021-01-05	52	3	1	9133001001	PSAC		RU	40102810245370000078	UTRA	30	049133001	ACAC			
049133812	КУ ООО КБ "РАЗВИТИЕ"-ГК "АСВ"	45	109240	г	Москва	ул. Высоцкого, д. 4		1994-11-01	90	1	0	9133812000	PSAC	2729	RU	30101810300000000812	CRSA	40	049133001	ACAC			
042007001	ОТДЕЛЕНИЕ ВОРОНЕЖ БАНКА РОССИИ	20	394018	г	Воронеж	ул Театральная, 36, помещение 1	044525000	1994-01-20	12	3	1	2007001000	PSAC										
040702760	ПАО СТАВРОПОЛЬПРОМСТРОЙБАНК	07	355041	г	Ставрополь	ул. Краснофлотская, 88а		1991-02-25	20	5	1	0702760000	PSAC	1288	RU	30101810500000000760	CRSA	02	040702001	ACAC		STAJRU22XXX	1
044525371	АО "Банк ДАЛЕНА"	45	111024	г	Москва	шоссе Энтузиастов, д. 17		2016-05-30	20	5	1	4525371000	PSAC	1948	RU	30101810845250000371	CRSA	19	044525000	ACAC	Joint-stock company "Bank DALENA" (JSC "Bank DALENA")	DLNBRUMMXXX	1
044705301	ООО НКО "МУРМАНСКИЙ РАСЧЕТНЫЙ ЦЕНТР"	47	183071	г	Мурманск	ул. Старостина, д. 21		1999-08-18	20	3	1	4705301000	PSAC	3341-К	RU	30103810900000000301	CRSA	56	044705001	ACAC			
044525055	РНКО АЗИЯПЭЙ ООО	45	101000	г	Москва	переулок Лялин, д. 9, стр. 1		2022-12-13	20	3	1	4525055000	PSAC	3544-К	RU	30103810245374525055	CRSA	49	044525000	ACAC	CREDIT UNION ASIAPAY (LIMITED LIABILITY COMPANY)	SNRIRUMMXXX	1
245011072	ГК "АСВ", АСВ.РФ	45	109240	г	Москва	ул. Высоцкого, д.4		2024-01-22	99	3	1	4525000051	PSAC		RU	40503810045370009051	BANA	48	044525000	ACAC			
049033758	АО "Классик Эконом Банк"	90	362025	г	Владикавказ	ул. Фрунзе, дом 24		1998-01-02	20	3	1	9033758000	PSAC	3298	RU	30101810600000000758	CRSA	28	049033001	ACAC			
049033199	Национальный банк Республики Южная Осетия	90	100001	г	Цхинвал	ул. Сталина, 20		2016-05-30	20	1	1	9033199000	PSAC		OS	30111810990330000199	CRSA	24	049033001	ACAC			
010052193	УФК по Луганской Народной Республике	43	291001	г	Луганск	ул. Луначарского, д.93		2024-10-14	52	1	1	0052002194	PSAC		RU	40116810045379805005	TRSA	14	040052002	ACAC			
011806101	УФК по Волгоградской области	18	400066	г	Волгоград	ул. Коммунистическая, д. 28А		2021-01-05	52	3	1	1806001101	PSAC		RU	40102810445370000021	UTRA	96	041806001	ACAC			
041806701	ВОЛГОГРАДСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА	18	400066	г	Волгоград	ул. Новороссийская, д. 11	044525545	2009-01-13	30	3	1	1806701000	PSAC	1/12	RU	30101810800000000701	CRSA	37	041806001	ACAC			
041806870	ФИЛИАЛ № 9 ПАО КБ "ЦЕНТР-ИНВЕСТ"	18	400074	г	Волгоград	ул. Рабоче-Крестьянская, 22	046015762	2004-08-25	30	3	1	1806870000	PSAC	2225/9	RU	30101810100000000870	CRSA	07	041806001	ACAC			
041806647	ВОЛГОГРАДСКОЕ ОТДЕЛЕНИЕ №8621 ПАО СБЕРБАНК	18	400005	г	Волгоград	ул. Коммунистическая, 40	044525225	1992-02-21	30	3	1	1806647000	PSAC	1481/264	RU	30101810100000000647	CRSA	40	041806001	ACAC			
040813886	ДАЛЬНЕВОСТОЧНЫЙ ФИЛИАЛ ПАО КБ "ВОСТОЧНЫЙ"	08	680007	г	Хабаровск	ул Шевчука, 23	041012718	2004-03-03	30	3	1	0813886000	PSAC	1460/4	RU	30101810600000000886	CRSA	06	040813001	ACAC			
040407699	СИБИРСКИЙ ФИЛИАЛ ПАО КБ "ВОСТОЧНЫЙ"	04	660017	г	Красноярск	ул. Ленина, д. 92, пом. 123	041012718	2010-12-09	30	3	1	0407699000	PSAC	1460/11	RU	30101810100000000699	CRSA	40	040407001	ACAC			
042202727	ПАО КОМБАНК "ХИМИК"	22	606008	г	Дзержинск	ул. Урицкого, д. 10-Б		2017-04-21	20	3	1	2202727000	PSAC	1114	RU	30101810222020000727	CRSA	94	042202001	ACAC	PJSCCB "Khimik"	KHSCRU22XXX	1
042202731	АО КОМБАНК "АРЗАМАС"	22	607220	г	Арзамас	улица Кирова, дом 33		2017-05-22	20	3	1	2202731000	PSAC	1281	RU	30101810522020000731	CRSA	39	042202001	ACAC			
040173749	КУ ООО "КБ "ТАЛЬМЕНКА-БАНК" - ГК "АСВ"	45	109240	г	Москва	ул Высоцкого, 4		1997-11-28	90	1	0	0173749000	PSAC	826	RU	30101810000000000749	CRSA	40	040173001	ACAC			
044525747	МКИБ "РОССИТА-БАНК" ООО	45	125047	г	Москва	ул. 1-я Брестская, д. 22		2015-09-23	20	3	1	4525747000	PSAC	3257	RU	30101810945250000747	CRSA	95	044525000	ACAC	"RUSSITABANK" (LTD)	RICIRUMMXXX	1
044525275	АКБ "ПЕРЕСВЕТ" (ПАО)	45	119049	г	Москва	ул. Шаболовка, д. 10, корп. 2		2015-08-28	20	3	1	4525275000	PSAC	2110	RU	30101810145250000275	CRSA	33	044525000	ACAC	Joint Stock Commercial Bank "PERESVET" (Public joint-stock company) (Peresvet Bank (PJSC))".	PERSRUMMXXX	1
044525196	"Банк Кремлевский" ООО	45	121099	г	Москва	пер. Николощеповский 1-й, д.6, стр.1		2015-08-25	20	5	1	4525196000	PSAC	2905	RU	30101810745250000196	CRSA	22	044525000	ACAC	"Commercial Bank KREMLYOVSKIY" LTD ("BANK KREMLYOVSKIY" LTD)	KREMRUMMXXX	1
043510099	УФК по Херсонской области	74	273003	г	Херсон	ул. Старообрядницкая, д. 21		2023-08-02	52	3	1	3510001199	PSAC		RU	40102810445370000099	UTRA	71	043510001	ACAC			
042157001	ОТДЕЛЕНИЕ ДОНЕЦК БАНКА РОССИИ	21	283015	г	Донецк	пр-т Мира, 8А	040349001	2022-12-07	12	3	1	2157001000	PSAC										
044525182	АО "НДБанк"	45	115054	г	Москва	ул. Дубининская, д. 57, стр. 1		2015-09-17	20	5	1	4525182000	PSAC	2374	RU	30101810445250000182	CRSA	75	044525000	ACAC	Joint Stock Company "Public Trust Bank" (JSC "PTB")	NADORUMMXXX	1
044525254	АО КБ "КОСМОС"	45	123317	г	Москва	Красногвардейский бульвар, дом 7, помещение 1/1		2016-05-10	20	3	1	4525254000	PSAC	2245	RU	30101810645250000254	CRSA	91	044525000	ACAC	BANK "COSMOS"	CSMMRUMMXXX	1
044525545	АО ЮниКредит Банк	45	119034	г	Москва	Пречистенская набережная, 9		1998-03-25	20	5	1	4525545000	PSAC	1	RU	30101810300000000545	CRSA	83	044525000	ACAC	UNICREDIT BANK AO	IMBKRUMMXXX	1
044525551	АйСиБиСи Банк (АО)	45	109028	г	Москва	Серебряническая набережная, дом 29		2007-11-20	20	3	1	4525551000	PSAC	3475	RU	30101810200000000551	CRSA	64	044525000	ACAC	BANK ICBC (JSC)	ICBKRUMMXXX	1
044525346	ООО КБ "СИНКО-БАНК"	45	107045	г	Москва	Последний переулок, дом 11, строение 1		2016-06-09	20	5	1	4525346000	PSAC	2838	RU	30101810045250000346	CRSA	27	044525000	ACAC	SINKO-BANK, LTD	SNKBRUMM	1
042368001	ОТДЕЛЕНИЕ ЗАПОРОЖЬЕ БАНКА РОССИИ	23	272312	г	Мелитополь	ул. Карла Маркса, 14	040349001	2022-12-07	12	3	1	2368001000	PSAC										
044715100	УФК по Мурманской области	47	183010	г	Мурманск	пр-т Кирова, 14/2		2014-10-20	52	3	1	4715002001	PSAC		RU	40116810647150010001	TRSA	99	044715002	ACAC			
047582100	УФК по Челябинской области	75	454080	г	Челябинск	ул Тернопольская, 4		2018-01-17	52	1	1	7582002001	PSAC		RU	40116810775820010001	TRSA	99	047582002	ACAC			
044525632	АО АКБ "МЕЖДУНАРОДНЫЙ ФИНАНСОВЫЙ КЛУБ"	45	123112	г	Москва	Пресненская наб., д. 10		2016-05-25	20	5	1	4525632000	PSAC	2618	RU	30101810445250000632	CRSA	68	044525000	ACAC	JSC JSCB `INTERNATIONAL FINANCIAL CLUB`	ICFIRUMMXXX	1
044525599	Филиал АКБ "СЛАВИЯ" (АО) в г. Люберцы	45	140002	г	Люберцы	Октябрьский проспект, дом 112	044525318	2016-06-02	30	3	1	4525599000	PSAC	2664/2	RU	30101810245250000599	CRSA	21	044525000	ACAC			
044525123	МБЭС	45	107996	г	Москва	ул. Маши Порываевой, д. 11		2016-04-26	20	3	1	4525123000	PSAC	7388	RU	30101810145250000123	CRSA	22	044525000	ACAC	INTERNATIONAL BANK FOR ECONOMIC CO-OPERATION	IBECRUMMXXX	1
044525411	Филиал "Центральный" Банка ВТБ (ПАО)	45	107031	г	Москва	ул. Рождественка, д. 10/2, строен. 1	044525187	2016-04-13	30	3	1	4525411000	PSAC	1000/81	RU	30101810145250000411	CRSA	02	044525000	ACAC	VTB BANK (PJSC)	VTBRRUM2MS2	1
044525116	"ЗИРААТ БАНК (МОСКВА)" (АО)	45	109147	г	Москва	ул. Марксистская, д.16		2001-03-19	20	3	1	4525116000	PSAC	2559	RU	30101810700000000116	CRSA	78	044525000	ACAC	ZIRAAT BANK (MOSCOW)	TCZBRUMMXXX	1
047681100	УФК по Забайкальскому краю	76	672002	г	Чита	ул Профсоюзная, 17		2013-04-02	52	3	1	7681002001	PSAC		RU	40116810200000010001	TRSA	99	047681002	ACAC			
044525133	АО НКО "ЭЛЕКСНЕТ"	45	119530	г	Москва	Очаковское шоссе, дом 10, корпус 2, строение 1, помещение VI, этаж 3, комната №11		2016-05-16	20	5	1	4525133000	PSAC	3314-К	RU	30103810845250000133	CRSA	44	044525000	ACAC	AO NKO ELECSNET	MOCCRUMMXXX	1
